table_name,field_name,language,translation,record_id
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Σταθμός Στρόβολος,270012
routes,route_long_name,el,Τηλεπικοινωνιων - Τζων Κένεντυ - Πλατεία Σολωμού,280011
routes,route_long_name,el,Πλατεία Σολωμού - Τζων Κένεντυ - Τηλεπικοινωνιων,280012
routes,route_long_name,el,Πλατεία Σολωμού - Τηλεπικοινωνιων - Πλατεία Σολωμού,280021
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Παιδαγωγικό Ινστιτούτο / Πανεπιστήμιο Κύπρου,290011
routes,route_long_name,el,Παιδαγωγικό Ινστιτούτο / Πανεπιστήμιο Κύπρου - Σταθμός Γεν. Νοσοκομείου,290012
routes,route_long_name,el, Γενικό Νοσοκομείο - Παιδαγωγικο Ινστιτούτο - Morningside School ,290021
routes,route_long_name,el,Morning side school - Παιδαγωγικό Ινστιτούτο / Πανεπιστήμιο Κύπρου - Σταθμός Γεν. Νοσοκομείου,290022
routes,route_long_name,el, Πλατεία Σολωμού - Καντάρας / Καϊμακλί - Πλατεία Σολωμού,310031
routes,route_long_name,el,ΣΟΠΑΖ - Λεωφορος Τζον Κενετι - Λεωφορος Στασινου - Πλατεια Σολωμου,320011
routes,route_long_name,el,Πλατεια Σολωμου - Λεωφορος Στασινου - Λεωφορος Τζον Κενετι - ΣΟΠΑΖ,320012
routes,route_long_name,el,Πανεπιστήμιο Κύπρου / Αγλαντζιά - Πλατεία Σολωμού,330011
routes,route_long_name,el,Πλατεία Σολωμού - Πανεπιστήμιο Κύπρου / Αγλαντζιά,330012
routes,route_long_name,el,Γερίου - Γενικό Νοσοκομείο,360011
routes,route_long_name,el,Γενικό Νοσοκομείο - Γερίου,360012
routes,route_long_name,el,Γερίου - Συνοικισμού Αγίου Ελευθέριου - Γενικό Νοσοκομείο,360021
routes,route_long_name,el,Γενικό Νοσοκομείο - Συνοικισμού Αγίου Ελευθέριου - Γερίου,360022
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Πανεπιστήμιο Κύπρου / Αγλαντζιά,380011
routes,route_long_name,el,Πανεπιστήμιο Κύπρου / Αγλαντζιά - Σταθμός Γεν. Νοσοκομείου,380012
routes,route_long_name,el,Βιομηχανική περιοχή  Γέρι - Σταθμός Γεν. Νοσοκομείου - Πανεπιστήμιο Κύπρου / Αγλαντζιά,380021
routes,route_long_name,el,Πανεπιστήμιο Κύπρου / Αγλαντζιά - Σταθμός Γεν. Νοσοκομείου - Βιομηχανική περιοχή Γέρι,380022
routes,route_long_name,el,Γέρι - Παν. Κύπρου,390011
routes,route_long_name,el,Παν. Κύπρου - Γέρι,390012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Παν. Κύπρου / Αγλαντζιά,410011
routes,route_long_name,el,Παν. Κύπρου / Αγλαντζιά - Σταθμός Μακαρίου Σταδίου,410012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Παν. Κύπρου / Αγλαντζιά (ΣΧΟΛΕΙΟ),410021
routes,route_long_name,el,Παν. Κύπρου / Αγλαντζιά - Σταθμός Μακαρίου Σταδίου (ΣΧΟΛΕΙΟ),410022
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - ΣΟΠΑΖ,420011
routes,route_long_name,el,ΣΟΠΑΖ - Σταθμός Μακαρίου Σταδίου,420012
routes,route_long_name,el,Σταθμός Μακαρίου - ΣΟΠΑΖ - Παν. Κύπρου,420021
routes,route_long_name,el,Παν. Κύπρου - ΣΟΠΑΖ - Σταθμός Μακαρίου,420022
routes,route_long_name,el,Στρόβολος - Πανεπιστήμιο Κύπρου,430011
routes,route_long_name,el,Πανεπιστήμιο Κύπρου / Αγλαντζιά - Στρόβολος,430012
routes,route_long_name,el,Στρόβολος - Πανεπιστήμιο Κύπρου,440011
routes,route_long_name,el,Πανεπιστήμιο Κύπρου - Στρόβολος,440012
routes,route_long_name,el,Σταθμός Μακαρίου -  Στροβόλος - Παν. Κύπρου,440021
routes,route_long_name,el,Παν.Κυπρου - Στρόβολος - Σταθμός Μακαρίου,440022
routes,route_long_name,el,Σταθμός Μακαρίου - Στρόβολος - Παν. Κύπρου,440031
routes,route_long_name,el,Παν.Κύπρου - Στροβολος - Σταθμός Μακαρίου ,440032
routes,route_long_name,el,Σταθμός Μακαρίου - Σταθμός Στρόβολος - Παν. Κύπρου,460011
routes,route_long_name,el,Παν. Κύπρου - Στρόβολος -  Σταθμός Μακαρίου,460012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Σταθμός Γεν. Νοσοκομείου,470011
routes,route_long_name,el,Γεν. Νοσοκομείου - Σταθμός Μακαρίου,470012
routes,route_long_name,el,Λεωφ. Αγ. Γεωργίου/Ανθούπολη - Πανεπ. Κύπρου/Αγλαντζιά,480011
routes,route_long_name,el,Πανεπ. Κύπρου - Λεωφ. Αγ. Γεωργίου/Ανθούπολη,480012
routes,route_long_name,el,Αγία Άννα - Ψευδάς - Σταθμός Αλάμπρας,500011
routes,route_long_name,el,Σταθμός Αλάμπρας - Ψευδάς - Αγία Άννα,500012
routes,route_long_name,el,Σιά - Μοσφιλωτή - Αλάμπρα - Σταθμός Αλάμπρας,510011
routes,route_long_name,el,Σταθμός Αλάμπρας - Αλάμπρα - Μοσφιλωτή - Σιά,510012
routes,route_long_name,el,Ποταμιά - Δάλι - Πέρα Χωριό - Σταθμός Αλάμπρας,520011
routes,route_long_name,el,Σταθμός Αλάμπρας - Πέρα Χωριό - Δάλι - Ποταμιά,520012
routes,route_long_name,el,Ποταμία - Δάλι - Πέρα Χωριό - Σταθμός Αλαμπρας,520021
routes,route_long_name,el,Σταθμός Αλάμπρας - Πέρα Χωριό - Δάλι - Ποταμιά,520022
routes,route_long_name,el,Πυργά - Κόρνος - Σταθμός Αλάμπρας,530011
routes,route_long_name,el,Σταθμός Αλάμπρας - Κόρνος- Πυργά,530012
routes,route_long_name,el,Λυθροδόντας - Μαθιάτης - Αγ. Βαρβάρα - Σταθμός Αλάμπρας,540011
routes,route_long_name,el,Σταθμός Αλάμπρας - Αγ. Βαρβάρα - Μαθιάτης - Λυθροδόντας,540012
routes,route_long_name,el,Λυθροδόντας (Δώρου Λοΐζου) - Μαθιάτης - Αγ. Βαρβάρα - Σταθμός Αλάμπρας,540021
routes,route_long_name,el,Σταθμός Αλάμπρας - Αγ. Βαρβάρα - Μαθιάτης - Λυθροδόντας (Δώρου Λοΐζου),540022
routes,route_long_name,el,Αθηένου - Λύμπια - Σταθμός Αλάμπρας,560011
routes,route_long_name,el,Σταθμός Αλάμπρας - Αθηένου,560012
routes,route_long_name,el,Αθηένου - Σταθμός Αλάμπρας (via HIGHWAY),560021
routes,route_long_name,el,Σταθμός Αλάμπρας - Αθηένου (via HIGHWAY),560022
routes,route_long_name,el,Δάλι - Σταθμός Αλάμπρας,570011
routes,route_long_name,el,Σταθμός Αλάμπρας - Δάλι,570012
routes,route_long_name,el,Μαρκί - Κοτσιάτης - Πέρα Χωριό - Σταθμός Αλάμπρας,590011
routes,route_long_name,el,Σταθμός Αλάμπρας - Πέρα Χωριό - Κοτσιάτης - Μαρκί,590012
routes,route_long_name,el,Μιτσερό - Αγροκηπιά - Αγ. Ιωάννης - Σταθμός Ταμασού,600011
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Ιωάννης - Αγροκηπιά - Μιτσερό,600012
routes,route_long_name,el,Αληθινού - Πολύστυπος - Μιτσερό - Σταθμός Ταμασού,610011
routes,route_long_name,el,Σταθμός Ταμασού - Μιτσερό - Πολύστυπος - Αληθινού,610012
routes,route_long_name,el,Παλαιχώρι - Αγ Σοτιρα - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,620011
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Αγ Σοτιρα - Παλαιχώρι ,620012
routes,route_long_name,el,Παλαιχώρι - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,620021
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Παλαιχώρι,620022
routes,route_long_name,el,Φτερικούδι - Ασκάς - Παλαιχώρι,630011
routes,route_long_name,el,Παλαιχώρι - Ασκάς - Φτερικούδι,630012
routes,route_long_name,el,Φτερικούδι - Ασκάς - Παλαιχώρι - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,630021
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Παλαιχώρι - Ασκάς - Φτερικούδι,630022
routes,route_long_name,el,Φτερικούδι - Ασκάς - Παλαιχώρι - Αγ Σοτιρα - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,630031
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Αγ Σοτιρα - Παλαιχώρι - Ασκάς - Φτερικούδι,630032
routes,route_long_name,el,Αγρός - Παλαιχώρι,640011
routes,route_long_name,el,Παλαιχώρι -Αγρός,640012
routes,route_long_name,el,Αγρός - Παλαιχώρι - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,640021
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Παλαιχώρι - Αγρός,640022
routes,route_long_name,el,Αγρός - Παλαιχώρι - Αγ Σοτιρα - Απλίκι - Αγ. Επιφάνειος - Σταθμός Ταμασού,640031
routes,route_long_name,el,Σταθμός Ταμασού - Αγ. Επιφάνειος - Απλίκι - Παλαιχώρι - Αγρός,640032
routes,route_long_name,el,Καμπί - Φαρμακάς - Γούρρι - Καλό Χωριό - Σταθμός Ταμασού,650011
routes,route_long_name,el,Σταθμός Ταμασού - Καλό Χωριό - Γούρρι - Φαρμακάς - Καμπί,650012
routes,route_long_name,el,Γούρρι - Καλό Χωριό - Μαλούντα - Σταθμός Ταμασού,660011
routes,route_long_name,el,Σταθμός Ταμασού - Μαλούντα - Καλό Χωριό - Γούρρι,660012
routes,route_long_name,el,Καλό Χωριό - Κλήρου - Μαλούντα - Σταθμός Ταμασού,670011
routes,route_long_name,el,Σταθμός Ταμασού - Μαλούντα - Κλήρου - Καλό Χωριό,670012
routes,route_long_name,el,Καπέδες - Καμπιά - Πέρα Ορεινής - Πολιτικό - Επισκοπειό - Ψημολόφου - Δευτερά,680011
routes,route_long_name,el,Δευτερά - Ψημολόφου - Επισκοπειό - Πολιτικό - Πέρα Ορεινής - Καμπιά - Καπέδες,680012
routes,route_long_name,el,Καπέδες - Πέρα Ορεινής - Επισκοπειό - Ψημολόφου-  Δευτερά,680021
routes,route_long_name,el,Δευτερά - Ψημολόφου - Επισκοπειό - Πέρα Ορεινής - Καπέδες,680022
routes,route_long_name,el,Εργάτες - Ανάγυια,690011
routes,route_long_name,el,Ανάγυια - Εργάτες,690012
routes,route_long_name,el,Εργάτες - Ανάγεια,690021
routes,route_long_name,el,Ανάγεια - Εργάτες,690022
routes,route_long_name,el,Δένεια - Συν. Α Κοκκινοτριμιθιάς - Κοκκινοτριμιθιά,700011
routes,route_long_name,el,Κοκκινοτριμιθιά - Συν. Α Κοκκινοτριμιθιάς - Δένεια,700012
routes,route_long_name,el,Μάμμαρι - Συν. Μάμμαρι - Κοκκινοτριμιθιά,710011
routes,route_long_name,el,Κοκκινοτριμιθιά - Συν. Μάμμαρι - Μάμμαρι,710012
routes,route_long_name,el,Μένοικο - Ακάκι,720011
routes,route_long_name,el,Ακάκι - Μένοικο,720012
routes,route_long_name,el,Συνοικισμός Παλιομετόχου - Κοκκινοτριμιθιά,730011
routes,route_long_name,el,Κοκκινοτριμιθιά - Συνοικισμός Παλιομετόχου,730012
routes,route_long_name,el,Λεωφ. Αγ. Γεωργίου/Λακατάμεια - Ανθούπολη - Αγ. Τριμιθιάς - Κοκκινοτριμιθιά,740011
routes,route_long_name,el,Κοκκινοτριμιθιά - Αγ. Τριμιθιάς - Ανθούπολη- Λεωφ. Αγ. Γεωργίου/Λακατάμεια,740012
routes,route_long_name,el,Λαγουδερά - Ξυλιάτος - Κάτω Μονή - Περιστερώνα,750011
routes,route_long_name,el,Περιστερώναι - Κάτω Μονή - Ξυλιάτος - Λαγουδερά ,750012
routes,route_long_name,el,Ξυλιάτος - Κάτω Μονή - Περιστερώνα,760011
routes,route_long_name,el,Περιστερώνα - Κάτω Μονή - Ξυλιάτος,760012
routes,route_long_name,el,Νικητάρι - Βυζακιά - Ποτάμι - Αστρομερίτης,770011
routes,route_long_name,el,Αστρομερίτης - Ποτάμι - Βυζακιά - Νικητάρι,770012
routes,route_long_name,el,Αγ. Ειρήνη - Καννάβια - Βυζακιά - Ποτάμι - Αστρομερίτης,780011
routes,route_long_name,el,Αστρομερίτης - Ποτάμι - Βυζακιά - Καννάβια - Αγ. Ειρήνη,780012
routes,route_long_name,el,Φλάσου - Λινού - Ατσάς,800011
routes,route_long_name,el,Ατσάς - Λινού - Φλάσου,800012
routes,route_long_name,el,Πρόδρομος - Πεδουλάς - Καλοπαναγιώτης - Ατσάς,810011
routes,route_long_name,el,Ατσάς - Καλοπαναγιώτης - Πεδουλάς - Πρόδρομος,810012
routes,route_long_name,el,Πρόδρομος - Πεδουλάς - Καλοπαναγιώτης - Φλάσου - Ατσάς,810021
routes,route_long_name,el,Ατσάς - Φλάσου - Καλοπαναγιώτης - Πεδουλάς - Πρόδρομος,810022
routes,route_long_name,el,Κάμπος - Τσακκίστρα - Κύκκος - Γερακιές - Ατσάς,820011
routes,route_long_name,el,Ατσάς - Γερακιές - Κύκκος - Τσακκίστρα - Κάμπος,820012
routes,route_long_name,el,Αγ. Θεόδωρος - Ευρύχου,830011
routes,route_long_name,el,Ευρύχου - Αγ. Θεόδωρος,830012
routes,route_long_name,el,Γαλάτα - Ευρύχου,840011
routes,route_long_name,el,Ευρύχου - Γαλάτα,840012
routes,route_long_name,el,Γαλάτα - Καλιάνα - Ευρύχου,840021
routes,route_long_name,el,Ευρύχου - Καλιάνα - Γαλάτα,840022
routes,route_long_name,el,Χανδριά - Κυπερούντα - Κακοπετριά,850011
routes,route_long_name,el,Κακοπετριά  - Κυπερούντα - Χανδριά,850012
routes,route_long_name,el,Κούρδαλι - Σπήλια - Κακοπετριά,860011
routes,route_long_name,el,Κακοπετριά - Σπήλια - Κούρδαλι,860012
routes,route_long_name,el,Τρόοδος - Κακοπετριά,870011
routes,route_long_name,el,Κακοπετριά - Τρόοδος,870012
routes,route_long_name,el,Σταθμός Ταμασού - Σταθμός Μακαρίου Σταδίου,1010011
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Σταθμός Ταμασού,1010012
routes,route_long_name,el,Σταθμός Ταμασού - Βιομηχανική Εργατών- Σταθμός Μακαρίου,1010021
routes,route_long_name,el,Σταθμός Μακαρίου- Βιομηχανική Εργατών-Σταθμός Ταμασού,1010022
routes,route_long_name,el,Λύμπια - Βιομηχανική Αλάμπρας - Σταθμός Αλάμπρας,1560011
routes,route_long_name,el,Σταθμός Αλάμπρας - Βιομηχανική Αλάμπρας - Λύμπια,1560012
routes,route_long_name,el,Πέρα Ορεινής - Πολιτικό - Επισκοπειό - Ψημολόφου - Δευτερά,1680011
routes,route_long_name,el,- Δευτερά -Ψημολόφου -  Επισκοπειό-  Πολιτικό - Πέρα Ορεινής ,1680012
routes,route_long_name,el,Αναλυόντας - Τσέρι,2230011
routes,route_long_name,el,Τσέρι - Αναλυόντας,2230012
routes,route_long_name,el,Αστρομερίτης - Περιστερώνα - Ακάκι - Κοκκινοτριμιθιά - Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,4000011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου- Nicosia Mall - Κοκκινοτριμιθιά - Ακάκι - Περιστερώνα - Αστρομερίτης,4000012
routes,route_long_name,el,Αστρομερίτης - Σταθμός Μακαρίου Σταδίου,4000021
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Αστρομερίτης,4000022
routes,route_long_name,el,Κακοπετριά-Ευρύχου(ΚΔ)- Αστρομερίτης/Περιστερώνα/Ακάκι(ΚΔ) - Κοκ/μιθιά- Σταθμός Μακαρίου -Πλ. Σολωμού -Λευκωσία/Κολοκάση,4050011
routes,route_long_name,el,Λευκωσία/Κολοκάση-Διαγόρου-Στ. Μακαρίου-Nicosia Mall-Κοκ/θιά - Aκάκι/Περιστερώνα/Αστρομερίτης(ΚΔ)-Ευρύχου(ΚΔ)-Κακοπετριά,4050012
routes,route_long_name,el,Κακοπετριά - Αστρομερίτης - Σταθμός Μακαρίου,4050041
routes,route_long_name,el,Σταθμός Μακαρίου - Αστρομερίτης - Κακοπετριά,4050042
routes,route_long_name,el,Χανδριά- Κυπερούντα- Κακοπετριά- Αστρομερίτης- Hospital,4070011
routes,route_long_name,el,Γενικό Νοσοκομείο- Αστρομερίτης- Κακοπετρία- Χανδριά,4070012
routes,route_long_name,el,Τροόδος - Σταθμός Μακαρίου Σταδίου,4080021
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Τροόδος,4080022
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Στρόβολος - Πλ. Σολωμού,5010011
routes,route_long_name,el,Πλ. Σολωμού - Σταθμός Στροβόλου - Σταθμός Μακαρίου Σταδίου,5010012
routes,route_long_name,el,Σταθμός Ταμασού - Σταθμός Στροβόλου - Πλατεία Σολωμού,5020011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Στροβόλου - Σταθμός Ταμασού,5020012
routes,route_long_name,el,Λακατάμεια Σταθμός-Στροβόλου-Πλατεία Σολωμού,5020021
routes,route_long_name,el,Πλ.Σολωμού - Σταθμός Στροβόλου- Λακατάμεια,5020022
routes,route_long_name,el,Σταθμός Αλάμπρας - Σταθμός Γεν. Νοσοκομείου - Πλ. Σολωμού,5030011
routes,route_long_name,el, Πλ. Σολωμού - Σταθμός Γεν. Νοσοκομείου - Σταθμός Αλάμπρας,5030012
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Πλ. Σολωμού,5040011
routes,route_long_name,el,Πλ. Σολωμού - Σταθμός Γεν. Νοσοκομείου,5040012
routes,route_long_name,el, Εργοστάσιο Calsberg - Γενικό Νοσοκομείο - Πλατεία Σολωμού,5040021
routes,route_long_name,el,Πλατεία Σολωμού - Γενίκο Νοσοκομείο - Εργοστάσιο Calsberg,5040022
routes,route_long_name,el,Σταθμός Αλάμπρας - Πλ. Σολωμού,5050011
routes,route_long_name,el,Πλ. Σολωμού - Σταθμός Αλάμπρας,5050012
routes,route_long_name,el,Σταθμός Αλάμπρας- βιομηχανική Δάλι - Carlsberg - Highway - Πλατεία Σολομού.,5050021
routes,route_long_name,el,Πλ. Σολωμού - Highway - Carslberg - βιομηχανική Δάλι - Σταθμός Αλάμπρας,5050022
routes,route_long_name,el,Χαντρια - Κυπερούντα - Γενικό Νοσοκομείο,7000011
routes,route_long_name,el,Γενικό Νοσοκομείο - Κυπερούντα - Χαντριά,7000012
routes,route_long_name,el,Ταμασός - Στάδιο ΓΣΠ - Γενικό Νοσοκομείο - Παν. Κύπρου,7010011
routes,route_long_name,el,Παν. Κύπρου - Γενικό Νοσοκομείο -Στάδιο ΓΣΠ - Σταθμός Ταμασού,7010012
routes,route_long_name,el,Στάδιο ΓΣΠ - Υπουργείο Οικονομικών,7020011
routes,route_long_name,el,Υπουργείο Οικονομικών - Στάδιο ΓΣΠ,7020012
routes,route_long_name,el,Nicosia Mall - Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού,8010011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Μακαρίου Σταδίου - Nicosia Mall,8010012
routes,route_long_name,el,Σταθμός Μακαρίου Σταδίου - Πλατεία Σολωμού - Παν. Κύπρου / Αγλαντζιά,8020011
routes,route_long_name,el,Παν. Κύπρου / Αγλαντζιά - Παν. Λευκωσίας - Σταθμός Μακαρίου Σταδίου,8020012
routes,route_long_name,el,Σταθμός Μακαρίου - Σταθμός  Στροβόλου - Σταθμός Γεν. Νοσοκομείου,8030011
routes,route_long_name,el,Σταθμός Γεν. Νοσοκομείου - Σταθμός Στροβόλου - Σταθμός Μακαρίου Σταδίου,8030012
routes,route_long_name,el,Σταθμός Αλάμπρας - Σταθμός Γεν. Νοσοκομείου - Πλ. Σολωμού,8040011
routes,route_long_name,el,Πλ. Σολωμού - Σταθμός Γεν. Νοσοκομείου - Σταθμός Αλάμπρας,8040012
routes,route_long_name,el,Σταθμός Ταμασού - Σταθμός Στροβόλου - Πλατεία Σολωμού,8050011
routes,route_long_name,el,Πλατεία Σολωμού - Σταθμός Στροβόλου - Σταθμός Ταμασού,8050012
routes,route_long_name,el,Πλατεία Σολωμού - Δημαρχείο - Έκτωρος - Παλουριώτισσα - Πύλη Αμμοχώστου - Αρχιεπισκοπή - Πλατεία Σολωμού,9010021
stops,stop_name,el,Πλατεία Διονυσίου Σολωμού,1
stops,stop_desc,el,ΠΛΑΤΕΙΑ ΣΟ,1
stops,stop_name,el,Λεωφόρος Ευαγόρου - Βασιλέως Παύλου,2
stops,stop_desc,el,Ευα-Παυλου,2
stops,stop_name,el,Υπουργείο Οικονομικών,3
stops,stop_desc,el,ΥΠ.ΟΙΚΟΝ,3
stops,stop_name,el,Λεωφ. Λόρδου Βύρωνος,4
stops,stop_desc,el,Λεωφ. Λόρδ,4
stops,stop_name,el,Κινύρα,53
stops,stop_desc,el,Κινύρα,53
stops,stop_name,el,Μουσείο - Θ.Ο.Κ,55
stops,stop_desc,el, Θ.Ο.Κ,55
stops,stop_name,el,Σταθμός Μακαρίου Σταδίου,82
stops,stop_desc,el,Στ.ΜακΣταδ,82
stops,stop_name,el,Λεωφόρος Λυκαβητού - Νικολάου Σαριπόλου,84
stops,stop_desc,el,Λυκ-Σαριπ,84
stops,stop_name,el,Αρχαγγέλου Μιχαήλ - Αγίου Αλεξίου,113
stops,stop_desc,el,ΑρχΜιχ-ΑΑ,113
stops,stop_name,el,Αρχαγγέλου Μιχαήλ - Λίμνη Μαγκλη,114
stops,stop_desc,el,ΑρχΜιχ-ΛΜΑ,114
stops,stop_name,el,Αρχαγγέλου Μιχαήλ - Ε.Ο. Λευκωσίας - Τροόδους,115
stops,stop_desc,el,Αμιχ-ΕΟΤΡΟ,115
stops,stop_name,el,Αρχαγγέλου Μιχαήλ - Αλεξάνδρου Παναγούλη,146
stops,stop_desc,el,Αμιχ-Παναγ,146
stops,stop_name,el,Λεωφόρος Σπύρου Κυπριανού - Μεσαορίας,310
stops,stop_desc,el,Σκπρ-Μσρας,310
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Αμάλδας,321
stops,stop_desc,el,Μακ-Αμάλδα,321
stops,stop_name,el,Λεωφ. Αρχιεπισκόπου Μακαρίου Γ΄- Θεοφάνη Θεοδότου,322
stops,stop_desc,el,Μακ-Θεοδοτ,322
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ -  Ήρας,323
stops,stop_desc,el,Μακ-Ηρας,323
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Μνασιάδου,324
stops,stop_desc,el,Μακ-Μνασια,324
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Νάξου,325
stops,stop_desc,el,Μακ-Ναξου,325
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Δημοφώντος,326
stops,stop_desc,el,Μακ-Δημοφ,326
stops,stop_name,el,Λεωφ. Αρχιεπισκόπου Μακαρίου Γ΄ - Ιωάννη Κληρίδη,327
stops,stop_desc,el,Μακ-Ικληρ,327
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Καρπενησίου,328
stops,stop_desc,el,Μακ-Καρπεν,328
stops,stop_name,el,Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Φιλήμωνος,329
stops,stop_desc,el,Μακ-Φιλημ,329
stops,stop_name,el,Αρχιεπισκόπου Μακαρίου Γ´ - Δημήτριου Παπανικολή,330
stops,stop_desc,el,Μακ-ΠπΝικ,330
stops,stop_name,el,Λεωφ. Αρχιεπισκόπου Μακαρίου Γ΄ - Εθνικής Φρουράς,331
stops,stop_desc,el,Μακ-Φρουρά,331
stops,stop_name,el,Τεχνική Σχολή Γ Λευκωσίας,332
stops,stop_desc,el,ΤΕΧΝ.ΣΧΟΛΗ,332
stops,stop_name,el,Λεωφ. Αρχιεπισκόπου Μακαρίου Γ΄ - John Kennedy,333
